"ITTER107,""Territory"",""TIPO_DATO14"",""Data type"",""TIPO_ATTIVITASAN"",""Type of clinical specialty"",""TIME"",""Select time"",""Value"",""Flag Codes"",""Flags"""
"ITD2,""Provincia Autonoma Trento"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.36,,"
"ITD2,""Provincia Autonoma Trento"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",339,,"
"ITD2,""Provincia Autonoma Trento"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",112296,,"
"ITD2,""Provincia Autonoma Trento"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",20.2,,"
"ITD2,""Provincia Autonoma Trento"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.63,,"
"ITD3,""Veneto"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",15917,,"
"ITD3,""Veneto"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",4707719,,"
"ITD3,""Veneto"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",1421,,"
"ITD3,""Veneto"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",233924,,"
"ITD3,""Veneto"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.24,,"
"ITD3,""Veneto"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.29,,"
"ITD3,""Veneto"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",113522,,"
"ITD3,""Veneto"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",23.14,,"
"ITD3,""Veneto"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",13339,,"
"ITD3,""Veneto"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",3856385,,"
"ITD3,""Veneto"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.64,,"
"ITD3,""Veneto"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.72,,"
"ITD3,""Veneto"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",755,,"
"ITD3,""Veneto"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",224036,,"
"ITD3,""Veneto"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",28.19,,"
"ITD3,""Veneto"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.15,,"
"ITD3,""Veneto"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1823,,"
"ITD3,""Veneto"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",627298,,"
"ITD3,""Veneto"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",23.16,,"
"ITD3,""Veneto"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.37,,"
"ITD4,""Friuli-Venezia Giulia"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",3833,,"
"ITD4,""Friuli-Venezia Giulia"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",1077133,,"
"ITD4,""Friuli-Venezia Giulia"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",459,,"
"ITD4,""Friuli-Venezia Giulia"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",142280,,"
"ITD4,""Friuli-Venezia Giulia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.15,,"
"ITD4,""Friuli-Venezia Giulia"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.38,,"
"ITD4,""Friuli-Venezia Giulia"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",38658,,"
"ITD4,""Friuli-Venezia Giulia"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",31.77,,"
"ITD4,""Friuli-Venezia Giulia"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",3479,,"
"ITD4,""Friuli-Venezia Giulia"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",946329,,"
"ITD4,""Friuli-Venezia Giulia"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.07,,"
"ITD4,""Friuli-Venezia Giulia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.86,,"
"ITD4,""Friuli-Venezia Giulia"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",76,,"
"ITD4,""Friuli-Venezia Giulia"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",48354,,"
"ITD4,""Friuli-Venezia Giulia"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",22.05,,"
"ITD4,""Friuli-Venezia Giulia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.06,,"
"ITD4,""Friuli-Venezia Giulia"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",278,,"
"ITD4,""Friuli-Venezia Giulia"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",82450,,"
"ITD4,""Friuli-Venezia Giulia"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",29.74,,"
"ITD4,""Friuli-Venezia Giulia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.23,,"
"ITD5,""Emilia-Romagna"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",16453,,"
"ITD5,""Emilia-Romagna"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",4774547,,"
"ITD5,""Emilia-Romagna"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",954,,"
"ITD5,""Emilia-Romagna"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",327011,,"
"ITD5,""Emilia-Romagna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.7,,"
"ITD5,""Emilia-Romagna"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.21,,"
"ITD5,""Emilia-Romagna"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",123026,,"
"ITD5,""Emilia-Romagna"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",27.64,,"
"ITD5,""Emilia-Romagna"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",13154,,"
"ITD5,""Emilia-Romagna"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",3695406,,"
"ITD5,""Emilia-Romagna"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.59,,"
"ITD5,""Emilia-Romagna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.96,,"
"ITD5,""Emilia-Romagna"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",1879,,"
"ITD5,""Emilia-Romagna"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",575692,,"
"ITD5,""Emilia-Romagna"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",18.62,,"
"ITD5,""Emilia-Romagna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.42,,"
"ITD5,""Emilia-Romagna"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1420,,"
"ITD5,""Emilia-Romagna"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",503449,,"
"ITD5,""Emilia-Romagna"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",22.43,,"
"ITD5,""Emilia-Romagna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.32,,"
"ITE,""Centro (I)"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",36268,,"
"ITE,""Centro (I)"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",10365678,,"
"ITE,""Centro (I)"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",5078,,"
"ITE,""Centro (I)"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",1422034,,"
"ITE,""Centro (I)"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.01,,"
"ITE,""Centro (I)"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.42,,"
"ITE,""Centro (I)"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",473027,,"
"ITE,""Centro (I)"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",39.23,,"
"ITE,""Centro (I)"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",30452,,"
"ITE,""Centro (I)"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",8523797,,"
"ITE,""Centro (I)"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.01,,"
"ITE,""Centro (I)"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.53,,"
"ITE,""Centro (I)"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",1370,,"
"ITE,""Centro (I)"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",428694,,"
"ITE,""Centro (I)"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",27.98,,"
"ITE,""Centro (I)"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.11,,"
"ITE,""Centro (I)"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",4446,,"
"ITE,""Centro (I)"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",1413187,,"
"ITE,""Centro (I)"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",28.66,,"
"ITE,""Centro (I)"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.37,,"
"ITE1,""Toscana"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",10340,,"
"ITE1,""Toscana"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",2896163,,"
"ITE1,""Toscana"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",1558,,"
"ITE1,""Toscana"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",338735,,"
"ITE1,""Toscana"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.76,,"
"ITE1,""Toscana"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.42,,"
"ITE1,""Toscana"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",130172,,"
"ITE1,""Toscana"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",34.81,,"
"ITE1,""Toscana"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",9277,,"
"ITE1,""Toscana"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",2606410,,"
"ITE1,""Toscana"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.52,,"
"ITE1,""Toscana"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.48,,"
"ITE1,""Toscana"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",217,,"
"ITE1,""Toscana"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",61792,,"
"ITE1,""Toscana"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",27.96,,"
"ITE1,""Toscana"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.06,,"
"ITE1,""Toscana"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",846,,"
"ITE1,""Toscana"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",227961,,"
"ITE1,""Toscana"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",22.82,,"
"ITE1,""Toscana"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.23,,"
"ITE2,""Umbria"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",2882,,"
"ITE2,""Umbria"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",815267,,"
"ITE2,""Umbria"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",392,,"
"ITE2,""Umbria"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",76240,,"
"ITE2,""Umbria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.25,,"
"ITE2,""Umbria"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.44,,"
"ITE2,""Umbria"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",25388,,"
"ITE2,""Umbria"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",28.63,,"
"ITE2,""Umbria"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",2445,,"
"ITE2,""Umbria"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",694858,,"
"ITE2,""Umbria"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.63,,"
"ITE2,""Umbria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.76,,"
"ITE2,""Umbria"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",95,,"
"ITE2,""Umbria"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",21574,,"
"ITE2,""Umbria"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",10.97,,"
"ITE2,""Umbria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.11,,"
"ITE2,""Umbria"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",342,,"
"ITE2,""Umbria"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",98835,,"
"ITE2,""Umbria"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",25,,"
"ITE2,""Umbria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.39,,"
"ITE3,""Marche"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",4615,,"
"ITE3,""Marche"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",1377454,,"
"ITE3,""Marche"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",597,,"
"ITE3,""Marche"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",176409,,"
"ITE3,""Marche"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.01,,"
"ITE3,""Marche"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.39,,"
"ITE3,""Marche"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",54370,,"
"ITE3,""Marche"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",35.42,,"
"ITE3,""Marche"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",3866,,"
"ITE3,""Marche"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",1146297,,"
"ITE3,""Marche"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.31,,"
"ITE3,""Marche"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.52,,"
"ITE3,""Marche"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",305,,"
"ITE3,""Marche"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",84144,,"
"ITE3,""Marche"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",20.08,,"
"ITE3,""Marche"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.2,,"
"ITE3,""Marche"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",444,,"
"ITE3,""Marche"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",147013,,"
"ITE3,""Marche"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",31.82,,"
"ITE3,""Marche"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.29,,"
"ITE4,""Lazio"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",18431,,"
"ITE4,""Lazio"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",5276794,,"
"ITE4,""Lazio"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",2531,,"
"ITE4,""Lazio"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",830650,,"
"ITE4,""Lazio"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.13,,"
"ITE4,""Lazio"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.43,,"
"ITE4,""Lazio"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",263097,,"
"ITE4,""Lazio"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",44.61,,"
"ITE4,""Lazio"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",14864,,"
"ITE4,""Lazio"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",4076232,,"
"ITE4,""Lazio"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.35,,"
"ITE4,""Lazio"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.52,,"
"ITE4,""Lazio"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",753,,"
"ITE4,""Lazio"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",261184,,"
"ITE4,""Lazio"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",37.57,,"
"ITE4,""Lazio"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.13,,"
"ITE4,""Lazio"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",2814,,"
"ITE4,""Lazio"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",939378,,"
"ITE4,""Lazio"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",30.56,,"
"ITE4,""Lazio"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.48,,"
"ITFG,""Mezzogiorno"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",57498,,"
"ITFG,""Mezzogiorno"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",15591842,,"
"ITFG,""Mezzogiorno"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",7880,,"
"ITFG,""Mezzogiorno"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",2013042,,"
"ITFG,""Mezzogiorno"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.77,,"
"ITFG,""Mezzogiorno"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.38,,"
"ITFG,""Mezzogiorno"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",638008,,"
"ITFG,""Mezzogiorno"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",30.76,,"
"ITFG,""Mezzogiorno"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",49969,,"
"ITFG,""Mezzogiorno"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",13341482,,"
"ITFG,""Mezzogiorno"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.8,,"
"ITFG,""Mezzogiorno"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.41,,"
"ITFG,""Mezzogiorno"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",1912,,"
"ITFG,""Mezzogiorno"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",468985,,"
"ITFG,""Mezzogiorno"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",26.56,,"
"ITFG,""Mezzogiorno"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.09,,"
"ITFG,""Mezzogiorno"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",5617,,"
"ITFG,""Mezzogiorno"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",1781375,,"
"ITFG,""Mezzogiorno"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",28.76,,"
"ITFG,""Mezzogiorno"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.27,,"
"ITF,""Sud"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",38559,,"
"ITF,""Sud"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",10515185,,"
"ITF,""Sud"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",5183,,"
"ITF,""Sud"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",1474170,,"
"ITF,""Sud"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.75,,"
"ITF,""Sud"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.37,,"
"ITF,""Sud"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",458585,,"
"ITF,""Sud"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",32.65,,"
"ITF,""Sud"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",33236,,"
"ITF,""Sud"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",8962295,,"
"ITF,""Sud"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.64,,"
"ITF,""Sud"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.37,,"
"ITF,""Sud"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",1372,,"
"ITF,""Sud"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",331218,,"
"ITF,""Sud"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",27.84,,"
"ITF,""Sud"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.1,,"
"ITF,""Sud"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",3951,,"
"ITF,""Sud"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",1221672,,"
"ITF,""Sud"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",28.19,,"
"ITF,""Sud"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.28,,"
"ITF1,""Abruzzo"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",3913,,"
"ITF1,""Abruzzo"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",1159690,,"
"ITF1,""Abruzzo"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",427,,"
"ITF1,""Abruzzo"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",99684,,"
"ITF1,""Abruzzo"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.97,,"
"ITF1,""Abruzzo"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.32,,"
"ITF1,""Abruzzo"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",41992,,"
"ITF1,""Abruzzo"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",31.84,,"
"ITF1,""Abruzzo"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",3231,,"
"ITF1,""Abruzzo"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",954131,,"
"ITF1,""Abruzzo"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.96,,"
"ITF1,""Abruzzo"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.45,,"
"ITF1,""Abruzzo"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",199,,"
"ITF1,""Abruzzo"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",43454,,"
"ITF1,""Abruzzo"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",16.54,,"
"ITF1,""Abruzzo"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.15,,"
"ITF1,""Abruzzo"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",483,,"
"ITF1,""Abruzzo"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",162105,,"
"ITF1,""Abruzzo"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",22.96,,"
"ITF1,""Abruzzo"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.37,,"
"ITF2,""Molise"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",1056,,"
